mode,rho,n,S_dir,lynn_metric,phi_direct,input_added
chi2,0.5,5,0.8764017224311829,0.005795813012613108,0.005884326950065738,274
chi2,0.5,6,0.8759291172027588,0.006331943972725681,0.006428645728206006,223
chi2,0.5,7,0.8755683898925781,0.006741158825872521,0.006844110130438937,248
chi2,0.5,8,0.8752738833427429,0.007075251785125419,0.007183305373570614,41
chi2,0.5,9,0.8750317692756653,0.007349909870631444,0.007462158050680687,183
chi2,0.5,10,0.8748268485069275,0.007582375281259143,0.00769817368433515,168
chi2,0.5,11,0.8746581077575684,0.0077737974969330865,0.007892519309371737,95
chi2,0.5,12,0.8745121359825134,0.007939390222537285,0.008060640975113385,157
chi2,0.5,13,0.8743937015533447,0.008073744140779646,0.008197046752911935,314
chi2,0.5,14,0.8742905855178833,0.008190720627221159,0.008315809709928288,120
chi2,0.5,15,0.8741999864578247,0.008293497655770928,0.008420156354243235,241
chi2,0.5,16,0.8741236329078674,0.008380114348910566,0.008508095861721817,154
chi2,0.5,17,0.8740559220314026,0.008456926654458288,0.008586081248525619,13
chi2,0.5,18,0.8739966750144958,0.008524137421812544,0.008654318461978946,8
chi2,0.5,19,0.8739437460899353,0.008584180843754778,0.008715278869973468,27
chi2,0.5,20,0.8738948702812195,0.00863962634599873,0.008771571138617056,317
chi2,0.5,21,0.8738523125648499,0.008687904502830662,0.008820586601801841,310
chi2,0.5,22,0.873813271522522,0.008732193288159674,0.00886555176760861,259
chi2,0.5,23,0.8737796545028687,0.00877032897506893,0.008904269864578103,81
chi2,0.5,24,0.873748242855072,0.008805962852730593,0.008940447944547824,190
chi2,0.5,25,0.8737189769744873,0.008839162537610815,0.008974154656625877,126
chi2,0.5,26,0.8736919164657593,0.008869860413243441,0.009005321351704157,240
chi2,0.5,27,0.8736674785614014,0.00889758316436542,0.00903346748602595,82
chi2,0.5,28,0.8736443519592285,0.00892381835323207,0.009060103339969504,308
chi2,0.5,29,0.8736227750778198,0.008948295513978792,0.009084954317102404,131
chi2,0.5,30,0.8736035823822021,0.008970068016079465,0.00910705932991123,39
chi2,0.5,31,0.8735851049423218,0.008991029120586327,0.00912834055342283,128
chi2,0.5,32,0.8735658526420593,0.009012869239153152,0.009150514215339757,260
chi2,0.5,33,0.8735474944114685,0.009033695110727711,0.009171658140635152,116
chi2,0.5,34,0.8735283613204956,0.009055399996362234,0.009193694504335876,149
chi2,0.5,35,0.8735103011131287,0.009075887785606036,0.009214495184090763,229
chi2,0.5,36,0.8734934329986572,0.009095023245526817,0.00923392288168361,121
